"","Wavelength..nm.","Absorbance"
"1",250,0.648
"2",251,0.643
"3",252,0.638
"4",253,0.633
"5",254,0.629
"6",255,0.624
"7",256,0.619
"8",257,0.615
"9",258,0.61
"10",259,0.605
"11",260,0.601
"12",261,0.597
"13",262,0.593
"14",263,0.589
"15",264,0.584
"16",265,0.58
"17",266,0.576
"18",267,0.572
"19",268,0.568
"20",269,0.564
"21",270,0.56
"22",271,0.556
"23",272,0.552
"24",273,0.548
"25",274,0.544
"26",275,0.54
"27",276,0.536
"28",277,0.532
"29",278,0.528
"30",279,0.524
"31",280,0.52
"32",281,0.516
"33",282,0.512
"34",283,0.508
"35",284,0.504
"36",285,0.499
"37",286,0.495
"38",287,0.492
"39",288,0.488
"40",289,0.484
"41",290,0.48
"42",291,0.476
"43",292,0.472
"44",293,0.468
"45",294,0.464
"46",295,0.46
"47",296,0.456
"48",297,0.452
"49",298,0.448
"50",299,0.444
"51",300,0.44
"52",301,0.435
"53",302,0.431
"54",303,0.427
"55",304,0.423
"56",305,0.418
"57",306,0.414
"58",307,0.41
"59",308,0.405
"60",309,0.401
"61",310,0.397
"62",311,0.392
"63",312,0.388
"64",313,0.384
"65",314,0.38
"66",315,0.375
"67",316,0.371
"68",317,0.366
"69",318,0.363
"70",319,0.359
"71",320,0.355
"72",321,0.351
"73",322,0.348
"74",323,0.344
"75",324,0.341
"76",325,0.337
"77",326,0.334
"78",327,0.33
"79",328,0.327
"80",329,0.324
"81",330,0.321
"82",331,0.317
"83",332,0.314
"84",333,0.311
"85",334,0.308
"86",335,0.305
"87",336,0.302
"88",337,0.299
"89",338,0.296
"90",339,0.293
"91",340,0.29
"92",341,0.287
"93",342,0.284
"94",343,0.281
"95",344,0.278
"96",345,0.275
"97",346,0.273
"98",347,0.27
"99",348,0.267
"100",349,0.264
"101",350,0.261
"102",351,0.258
"103",352,0.255
"104",353,0.252
"105",354,0.249
"106",355,0.246
"107",356,0.243
"108",357,0.24
"109",358,0.236
"110",359,0.233
"111",360,0.23
"112",361,0.227
"113",362,0.224
"114",363,0.22
"115",364,0.217
"116",365,0.213
"117",366,0.21
"118",367,0.206
"119",368,0.203
"120",369,0.199
"121",370,0.195
"122",371,0.192
"123",372,0.189
"124",373,0.185
"125",374,0.181
"126",375,0.178
"127",376,0.174
"128",377,0.171
"129",378,0.167
"130",379,0.164
"131",380,0.161
"132",381,0.158
"133",382,0.154
"134",383,0.151
"135",384,0.148
"136",385,0.145
"137",386,0.142
"138",387,0.139
"139",388,0.136
"140",389,0.133
"141",390,0.131
"142",391,0.128
"143",392,0.126
"144",393,0.123
"145",394,0.121
"146",395,0.119
"147",396,0.116
"148",397,0.114
"149",398,0.112
"150",399,0.11
"151",400,0.108
"152",401,0.106
"153",402,0.104
"154",403,0.102
"155",404,0.101
"156",405,0.099
"157",406,0.097
"158",407,0.096
"159",408,0.094
"160",409,0.092
"161",410,0.091
"162",411,0.089
"163",412,0.088
"164",413,0.086
"165",414,0.085
"166",415,0.083
"167",416,0.082
"168",417,0.08
"169",418,0.079
"170",419,0.077
"171",420,0.076
"172",421,0.075
"173",422,0.073
"174",423,0.072
"175",424,0.071
"176",425,0.069
"177",426,0.068
"178",427,0.067
"179",428,0.066
"180",429,0.064
"181",430,0.063
"182",431,0.062
"183",432,0.061
"184",433,0.06
"185",434,0.059
"186",435,0.057
"187",436,0.056
"188",437,0.055
"189",438,0.054
"190",439,0.053
"191",440,0.053
"192",441,0.052
"193",442,0.051
"194",443,0.05
"195",444,0.049
"196",445,0.049
"197",446,0.048
"198",447,0.047
"199",448,0.047
"200",449,0.046
"201",450,0.046
"202",451,0.045
"203",452,0.045
"204",453,0.044
"205",454,0.044
"206",455,0.043
"207",456,0.043
"208",457,0.042
"209",458,0.042
"210",459,0.042
"211",460,0.041
"212",461,0.041
"213",462,0.041
"214",463,0.04
"215",464,0.04
"216",465,0.04
"217",466,0.039
"218",467,0.039
"219",468,0.038
"220",469,0.038
"221",470,0.038
"222",471,0.037
"223",472,0.037
"224",473,0.037
"225",474,0.036
"226",475,0.036
"227",476,0.035
"228",477,0.035
"229",478,0.035
"230",479,0.034
"231",480,0.034
"232",481,0.033
"233",482,0.033
"234",483,0.033
"235",484,0.032
"236",485,0.032
"237",486,0.031
"238",487,0.031
"239",488,0.03
"240",489,0.03
"241",490,0.029
"242",491,0.029
"243",492,0.028
"244",493,0.028
"245",494,0.027
"246",495,0.027
"247",496,0.027
"248",497,0.026
"249",498,0.026
"250",499,0.025
"251",500,0.025
"252",501,0.024
"253",502,0.024
"254",503,0.023
"255",504,0.023
"256",505,0.023
"257",506,0.022
"258",507,0.022
"259",508,0.021
"260",509,0.021
"261",510,0.021
"262",511,0.02
"263",512,0.02
"264",513,0.019
"265",514,0.019
"266",515,0.019
"267",516,0.018
"268",517,0.018
"269",518,0.018
"270",519,0.017
"271",520,0.017
"272",521,0.016
"273",522,0.016
"274",523,0.016
"275",524,0.016
"276",525,0.015
"277",526,0.015
"278",527,0.015
"279",528,0.014
"280",529,0.014
"281",530,0.014
"282",531,0.013
"283",532,0.013
"284",533,0.013
"285",534,0.013
"286",535,0.012
"287",536,0.012
"288",537,0.012
"289",538,0.012
"290",539,0.011
"291",540,0.011
"292",541,0.011
"293",542,0.011
"294",543,0.011
"295",544,0.01
"296",545,0.01
"297",546,0.01
"298",547,0.01
"299",548,0.01
"300",549,0.009
"301",550,0.009
"302",551,0.009
"303",552,0.009
"304",553,0.009
"305",554,0.009
"306",555,0.008
"307",556,0.008
"308",557,0.008
"309",558,0.008
"310",559,0.008
"311",560,0.008
"312",561,0.007
"313",562,0.007
"314",563,0.007
"315",564,0.007
"316",565,0.007
"317",566,0.007
"318",567,0.007
"319",568,0.007
"320",569,0.006
"321",570,0.006
"322",571,0.006
"323",572,0.006
"324",573,0.006
"325",574,0.006
"326",575,0.006
"327",576,0.006
"328",577,0.005
"329",578,0.005
"330",579,0.005
"331",580,0.005
"332",581,0.005
"333",582,0.005
"334",583,0.005
"335",584,0.005
"336",585,0.005
"337",586,0.005
"338",587,0.004
"339",588,0.004
"340",589,0.004
"341",590,0.004
"342",591,0.004
"343",592,0.004
"344",593,0.004
"345",594,0.004
"346",595,0.004
"347",596,0.004
"348",597,0.004
"349",598,0.004
"350",599,0.004
"351",600,0.003
"352",601,0.003
"353",602,0.003
"354",603,0.003
"355",604,0.003
"356",605,0.003
"357",606,0.003
"358",607,0.003
"359",608,0.003
"360",609,0.003
"361",610,0.003
"362",611,0.003
"363",612,0.003
"364",613,0.002
"365",614,0.002
"366",615,0.002
"367",616,0.002
"368",617,0.002
"369",618,0.002
"370",619,0.002
"371",620,0.002
"372",621,0.002
"373",622,0.002
"374",623,0.002
"375",624,0.002
"376",625,0.002
"377",626,0.002
"378",627,0.002
"379",628,0.001
"380",629,0.001
"381",630,0.001
"382",631,0.001
"383",632,0.001
"384",633,0.001
"385",634,0.001
"386",635,0.001
"387",636,0.001
"388",637,0.001
"389",638,0.001
"390",639,0.001
"391",640,0.001
"392",641,0.001
"393",642,0.001
"394",643,0.001
"395",644,0.001
"396",645,0.001
"397",646,0.001
"398",647,0.001
"399",648,0.001
"400",649,0.001
"401",650,0
"402",651,0
"403",652,0
"404",653,0
"405",654,0
"406",655,0
"407",656,0
"408",657,0
"409",658,0
"410",659,0
"411",660,0
"412",661,0
"413",662,0
"414",663,0
"415",664,0
"416",665,0
