"","Wavelength..nm.","Absorbance"
"1",250,1.222
"2",251,1.215
"3",252,1.207
"4",253,1.198
"5",254,1.19
"6",255,1.182
"7",256,1.174
"8",257,1.165
"9",258,1.158
"10",259,1.15
"11",260,1.142
"12",261,1.134
"13",262,1.126
"14",263,1.118
"15",264,1.11
"16",265,1.102
"17",266,1.093
"18",267,1.085
"19",268,1.077
"20",269,1.069
"21",270,1.061
"22",271,1.053
"23",272,1.045
"24",273,1.037
"25",274,1.028
"26",275,1.02
"27",276,1.012
"28",277,1.004
"29",278,0.996
"30",279,0.988
"31",280,0.98
"32",281,0.972
"33",282,0.964
"34",283,0.956
"35",284,0.948
"36",285,0.94
"37",286,0.932
"38",287,0.925
"39",288,0.917
"40",289,0.909
"41",290,0.902
"42",291,0.895
"43",292,0.887
"44",293,0.879
"45",294,0.872
"46",295,0.865
"47",296,0.857
"48",297,0.851
"49",298,0.843
"50",299,0.837
"51",300,0.829
"52",301,0.822
"53",302,0.815
"54",303,0.808
"55",304,0.801
"56",305,0.794
"57",306,0.787
"58",307,0.78
"59",308,0.773
"60",309,0.767
"61",310,0.759
"62",311,0.753
"63",312,0.746
"64",313,0.739
"65",314,0.732
"66",315,0.725
"67",316,0.718
"68",317,0.711
"69",318,0.705
"70",319,0.699
"71",320,0.692
"72",321,0.686
"73",322,0.68
"74",323,0.674
"75",324,0.668
"76",325,0.662
"77",326,0.656
"78",327,0.651
"79",328,0.645
"80",329,0.639
"81",330,0.633
"82",331,0.628
"83",332,0.622
"84",333,0.617
"85",334,0.612
"86",335,0.606
"87",336,0.6
"88",337,0.595
"89",338,0.589
"90",339,0.584
"91",340,0.579
"92",341,0.573
"93",342,0.567
"94",343,0.562
"95",344,0.556
"96",345,0.551
"97",346,0.546
"98",347,0.54
"99",348,0.535
"100",349,0.529
"101",350,0.524
"102",351,0.518
"103",352,0.513
"104",353,0.508
"105",354,0.502
"106",355,0.496
"107",356,0.491
"108",357,0.485
"109",358,0.48
"110",359,0.474
"111",360,0.469
"112",361,0.463
"113",362,0.458
"114",363,0.452
"115",364,0.446
"116",365,0.439
"117",366,0.433
"118",367,0.427
"119",368,0.422
"120",369,0.416
"121",370,0.41
"122",371,0.404
"123",372,0.398
"124",373,0.392
"125",374,0.387
"126",375,0.381
"127",376,0.375
"128",377,0.369
"129",378,0.363
"130",379,0.358
"131",380,0.352
"132",381,0.347
"133",382,0.342
"134",383,0.337
"135",384,0.331
"136",385,0.326
"137",386,0.321
"138",387,0.316
"139",388,0.311
"140",389,0.306
"141",390,0.301
"142",391,0.296
"143",392,0.292
"144",393,0.287
"145",394,0.283
"146",395,0.279
"147",396,0.274
"148",397,0.27
"149",398,0.266
"150",399,0.262
"151",400,0.259
"152",401,0.255
"153",402,0.251
"154",403,0.247
"155",404,0.244
"156",405,0.24
"157",406,0.237
"158",407,0.233
"159",408,0.23
"160",409,0.226
"161",410,0.223
"162",411,0.22
"163",412,0.217
"164",413,0.213
"165",414,0.21
"166",415,0.207
"167",416,0.204
"168",417,0.201
"169",418,0.198
"170",419,0.195
"171",420,0.192
"172",421,0.189
"173",422,0.186
"174",423,0.183
"175",424,0.181
"176",425,0.178
"177",426,0.175
"178",427,0.172
"179",428,0.17
"180",429,0.167
"181",430,0.165
"182",431,0.162
"183",432,0.16
"184",433,0.157
"185",434,0.155
"186",435,0.152
"187",436,0.15
"188",437,0.148
"189",438,0.146
"190",439,0.144
"191",440,0.141
"192",441,0.139
"193",442,0.137
"194",443,0.135
"195",444,0.134
"196",445,0.132
"197",446,0.13
"198",447,0.128
"199",448,0.127
"200",449,0.125
"201",450,0.124
"202",451,0.122
"203",452,0.121
"204",453,0.119
"205",454,0.118
"206",455,0.117
"207",456,0.115
"208",457,0.114
"209",458,0.113
"210",459,0.111
"211",460,0.11
"212",461,0.109
"213",462,0.108
"214",463,0.107
"215",464,0.106
"216",465,0.104
"217",466,0.103
"218",467,0.102
"219",468,0.101
"220",469,0.1
"221",470,0.099
"222",471,0.098
"223",472,0.097
"224",473,0.096
"225",474,0.095
"226",475,0.094
"227",476,0.093
"228",477,0.092
"229",478,0.091
"230",479,0.09
"231",480,0.089
"232",481,0.087
"233",482,0.086
"234",483,0.085
"235",484,0.084
"236",485,0.083
"237",486,0.082
"238",487,0.081
"239",488,0.08
"240",489,0.079
"241",490,0.078
"242",491,0.077
"243",492,0.076
"244",493,0.075
"245",494,0.074
"246",495,0.073
"247",496,0.072
"248",497,0.071
"249",498,0.07
"250",499,0.069
"251",500,0.068
"252",501,0.067
"253",502,0.066
"254",503,0.065
"255",504,0.064
"256",505,0.063
"257",506,0.062
"258",507,0.061
"259",508,0.061
"260",509,0.06
"261",510,0.059
"262",511,0.058
"263",512,0.057
"264",513,0.056
"265",514,0.055
"266",515,0.055
"267",516,0.054
"268",517,0.053
"269",518,0.052
"270",519,0.051
"271",520,0.05
"272",521,0.05
"273",522,0.049
"274",523,0.048
"275",524,0.048
"276",525,0.047
"277",526,0.046
"278",527,0.045
"279",528,0.045
"280",529,0.044
"281",530,0.043
"282",531,0.043
"283",532,0.042
"284",533,0.042
"285",534,0.041
"286",535,0.04
"287",536,0.04
"288",537,0.039
"289",538,0.038
"290",539,0.038
"291",540,0.037
"292",541,0.037
"293",542,0.036
"294",543,0.036
"295",544,0.035
"296",545,0.035
"297",546,0.034
"298",547,0.034
"299",548,0.033
"300",549,0.033
"301",550,0.032
"302",551,0.032
"303",552,0.031
"304",553,0.031
