"","Wavelength..nm.","Absorbance"
"1",250,-0.044
"2",251,-0.044
"3",252,-0.044
"4",253,-0.044
"5",254,-0.043
"6",255,-0.043
"7",256,-0.043
"8",257,-0.043
"9",258,-0.043
"10",259,-0.042
"11",260,-0.042
"12",261,-0.042
"13",262,-0.042
"14",263,-0.041
"15",264,-0.041
"16",265,-0.041
"17",266,-0.04
"18",267,-0.04
"19",268,-0.04
"20",269,-0.04
"21",270,-0.039
"22",271,-0.039
"23",272,-0.039
"24",273,-0.039
"25",274,-0.038
"26",275,-0.038
"27",276,-0.038
"28",277,-0.038
"29",278,-0.038
"30",279,-0.038
"31",280,-0.038
"32",281,-0.038
"33",282,-0.038
"34",283,-0.038
"35",284,-0.038
"36",285,-0.038
"37",286,-0.038
"38",287,-0.038
"39",288,-0.038
"40",289,-0.038
"41",290,-0.038
"42",291,-0.038
"43",292,-0.039
"44",293,-0.039
"45",294,-0.039
"46",295,-0.039
"47",296,-0.04
"48",297,-0.04
"49",298,-0.04
"50",299,-0.041
"51",300,-0.041
"52",301,-0.041
"53",302,-0.042
"54",303,-0.042
"55",304,-0.042
"56",305,-0.042
"57",306,-0.042
"58",307,-0.042
"59",308,-0.043
"60",309,-0.043
"61",310,-0.042
"62",311,-0.043
"63",312,-0.042
"64",313,-0.042
"65",314,-0.042
"66",315,-0.042
"67",316,-0.042
"68",317,-0.042
"69",318,-0.042
"70",319,-0.041
"71",320,-0.041
"72",321,-0.041
"73",322,-0.041
"74",323,-0.04
"75",324,-0.04
"76",325,-0.04
"77",326,-0.039
"78",327,-0.039
"79",328,-0.039
"80",329,-0.038
"81",330,-0.038
"82",331,-0.038
"83",332,-0.037
"84",333,-0.037
"85",334,-0.036
"86",335,-0.036
"87",336,-0.036
"88",337,-0.035
"89",338,-0.035
"90",339,-0.035
"91",340,-0.034
"92",341,-0.033
"93",342,-0.033
"94",343,-0.032
"95",344,-0.032
"96",345,-0.032
"97",346,-0.031
"98",347,-0.031
"99",348,-0.031
"100",349,-0.03
"101",350,-0.03
"102",351,-0.03
"103",352,-0.029
"104",353,-0.029
"105",354,-0.029
"106",355,-0.028
"107",356,-0.028
"108",357,-0.028
"109",358,-0.027
"110",359,-0.027
"111",360,-0.027
"112",361,-0.027
"113",362,-0.026
"114",363,-0.026
"115",364,-0.026
"116",365,-0.025
"117",366,-0.025
"118",367,-0.025
"119",368,-0.024
"120",369,-0.024
"121",370,-0.024
"122",371,-0.024
"123",372,-0.023
"124",373,-0.023
"125",374,-0.023
"126",375,-0.023
"127",376,-0.022
"128",377,-0.022
"129",378,-0.022
"130",379,-0.022
"131",380,-0.021
"132",381,-0.021
"133",382,-0.021
"134",383,-0.021
"135",384,-0.02
"136",385,-0.02
"137",386,-0.02
"138",387,-0.02
"139",388,-0.02
"140",389,-0.019
"141",390,-0.019
"142",391,-0.019
"143",392,-0.019
"144",393,-0.019
"145",394,-0.018
"146",395,-0.018
"147",396,-0.018
"148",397,-0.018
"149",398,-0.018
"150",399,-0.017
"151",400,-0.017
"152",401,-0.017
"153",402,-0.017
"154",403,-0.017
"155",404,-0.017
"156",405,-0.016
"157",406,-0.016
"158",407,-0.016
"159",408,-0.016
"160",409,-0.016
"161",410,-0.016
"162",411,-0.016
"163",412,-0.015
"164",413,-0.015
"165",414,-0.015
"166",415,-0.015
"167",416,-0.015
"168",417,-0.015
"169",418,-0.015
"170",419,-0.015
"171",420,-0.014
"172",421,-0.014
"173",422,-0.014
"174",423,-0.014
"175",424,-0.014
"176",425,-0.014
"177",426,-0.014
"178",427,-0.014
"179",428,-0.014
"180",429,-0.013
"181",430,-0.013
"182",431,-0.013
"183",432,-0.013
"184",433,-0.013
"185",434,-0.013
"186",435,-0.013
"187",436,-0.013
"188",437,-0.013
"189",438,-0.013
"190",439,-0.012
"191",440,-0.012
"192",441,-0.012
"193",442,-0.012
"194",443,-0.012
"195",444,-0.012
"196",445,-0.012
"197",446,-0.012
"198",447,-0.012
"199",448,-0.012
"200",449,-0.012
"201",450,-0.012
"202",451,-0.011
"203",452,-0.011
"204",453,-0.011
"205",454,-0.011
"206",455,-0.011
"207",456,-0.011
"208",457,-0.011
"209",458,-0.011
"210",459,-0.011
"211",460,-0.011
"212",461,-0.011
"213",462,-0.011
"214",463,-0.011
"215",464,-0.011
"216",465,-0.01
"217",466,-0.01
"218",467,-0.01
"219",468,-0.01
"220",469,-0.01
"221",470,-0.01
"222",471,-0.01
"223",472,-0.01
"224",473,-0.01
"225",474,-0.01
"226",475,-0.01
"227",476,-0.01
"228",477,-0.01
"229",478,-0.01
"230",479,-0.01
"231",480,-0.01
"232",481,-0.01
"233",482,-0.009
"234",483,-0.009
"235",484,-0.009
"236",485,-0.009
"237",486,-0.009
"238",487,-0.009
"239",488,-0.009
"240",489,-0.009
"241",490,-0.009
"242",491,-0.009
"243",492,-0.009
"244",493,-0.009
"245",494,-0.009
"246",495,-0.009
"247",496,-0.009
"248",497,-0.009
"249",498,-0.009
"250",499,-0.009
"251",500,-0.009
"252",501,-0.009
"253",502,-0.009
"254",503,-0.009
"255",504,-0.008
"256",505,-0.008
"257",506,-0.008
"258",507,-0.008
"259",508,-0.008
"260",509,-0.008
"261",510,-0.008
"262",511,-0.008
"263",512,-0.008
"264",513,-0.008
"265",514,-0.008
"266",515,-0.008
"267",516,-0.008
"268",517,-0.008
"269",518,-0.008
"270",519,-0.008
"271",520,-0.008
"272",521,-0.008
"273",522,-0.008
"274",523,-0.008
"275",524,-0.008
"276",525,-0.008
"277",526,-0.008
"278",527,-0.008
"279",528,-0.008
"280",529,-0.008
"281",530,-0.007
"282",531,-0.007
"283",532,-0.007
"284",533,-0.007
"285",534,-0.007
"286",535,-0.007
"287",536,-0.007
"288",537,-0.007
"289",538,-0.007
"290",539,-0.007
"291",540,-0.007
"292",541,-0.007
"293",542,-0.007
"294",543,-0.007
"295",544,-0.007
"296",545,-0.007
"297",546,-0.007
"298",547,-0.007
"299",548,-0.007
"300",549,-0.007
"301",550,-0.007
"302",551,-0.007
"303",552,-0.007
"304",553,-0.007
"305",554,-0.007
"306",555,-0.007
"307",556,-0.007
"308",557,-0.007
"309",558,-0.007
"310",559,-0.007
"311",560,-0.007
"312",561,-0.007
"313",562,-0.007
"314",563,-0.007
"315",564,-0.007
"316",565,-0.007
"317",566,-0.007
"318",567,-0.007
"319",568,-0.007
"320",569,-0.006
"321",570,-0.006
"322",571,-0.006
"323",572,-0.006
"324",573,-0.006
"325",574,-0.006
"326",575,-0.006
"327",576,-0.006
"328",577,-0.006
"329",578,-0.006
"330",579,-0.006
"331",580,-0.006
"332",581,-0.006
"333",582,-0.006
"334",583,-0.006
"335",584,-0.006
"336",585,-0.006
"337",586,-0.006
"338",587,-0.006
"339",588,-0.006
"340",589,-0.006
"341",590,-0.006
"342",591,-0.006
"343",592,-0.006
"344",593,-0.006
"345",594,-0.006
"346",595,-0.006
"347",596,-0.006
"348",597,-0.006
"349",598,-0.006
"350",599,-0.006
"351",600,-0.006
"352",601,-0.006
"353",602,-0.006
"354",603,-0.006
"355",604,-0.006
"356",605,-0.006
"357",606,-0.006
"358",607,-0.006
"359",608,-0.006
"360",609,-0.006
"361",610,-0.006
"362",611,-0.006
"363",612,-0.006
"364",613,-0.006
"365",614,-0.006
"366",615,-0.006
"367",616,-0.006
"368",617,-0.006
"369",618,-0.006
"370",619,-0.006
"371",620,-0.006
"372",621,-0.006
"373",622,-0.006
"374",623,-0.006
"375",624,-0.006
"376",625,-0.006
"377",626,-0.006
"378",627,-0.006
"379",628,-0.006
"380",629,-0.006
"381",630,-0.006
"382",631,-0.006
"383",632,-0.006
"384",633,-0.006
"385",634,-0.006
"386",635,-0.006
"387",636,-0.006
"388",637,-0.006
"389",638,-0.006
"390",639,-0.006
"391",640,-0.006
"392",641,-0.006
"393",642,-0.006
"394",643,-0.006
"395",644,-0.005
"396",645,-0.005
"397",646,-0.005
"398",647,-0.005
"399",648,-0.005
"400",649,-0.005
"401",650,-0.005
"402",651,-0.005
"403",652,-0.005
"404",653,-0.005
"405",654,-0.005
"406",655,-0.005
"407",656,-0.005
"408",657,-0.005
"409",658,-0.005
"410",659,-0.005
"411",660,-0.005
"412",661,-0.005
"413",662,-0.005
"414",663,-0.005
"415",664,-0.005
"416",665,-0.005
