"","Wavelength..nm.","Absorbance"
"1",250,2.089
"2",251,2.079
"3",252,2.07
"4",253,2.058
"5",254,2.044
"6",255,2.032
"7",256,2.02
"8",257,2.011
"9",258,2.001
"10",259,1.988
"11",260,1.977
"12",261,1.966
"13",262,1.955
"14",263,1.943
"15",264,1.932
"16",265,1.92
"17",266,1.907
"18",267,1.895
"19",268,1.883
"20",269,1.87
"21",270,1.856
"22",271,1.845
"23",272,1.833
"24",273,1.82
"25",274,1.804
"26",275,1.79
"27",276,1.776
"28",277,1.761
"29",278,1.748
"30",279,1.733
"31",280,1.718
"32",281,1.703
"33",282,1.689
"34",283,1.673
"35",284,1.659
"36",285,1.645
"37",286,1.63
"38",287,1.614
"39",288,1.599
"40",289,1.584
"41",290,1.57
"42",291,1.556
"43",292,1.541
"44",293,1.525
"45",294,1.51
"46",295,1.498
"47",296,1.483
"48",297,1.469
"49",298,1.455
"50",299,1.442
"51",300,1.429
"52",301,1.414
"53",302,1.4
"54",303,1.387
"55",304,1.374
"56",305,1.36
"57",306,1.346
"58",307,1.333
"59",308,1.32
"60",309,1.305
"61",310,1.291
"62",311,1.276
"63",312,1.263
"64",313,1.251
"65",314,1.237
"66",315,1.221
"67",316,1.209
"68",317,1.196
"69",318,1.182
"70",319,1.169
"71",320,1.158
"72",321,1.145
"73",322,1.133
"74",323,1.121
"75",324,1.109
"76",325,1.097
"77",326,1.086
"78",327,1.074
"79",328,1.062
"80",329,1.052
"81",330,1.041
"82",331,1.029
"83",332,1.018
"84",333,1.009
"85",334,0.998
"86",335,0.988
"87",336,0.978
"88",337,0.966
"89",338,0.956
"90",339,0.946
"91",340,0.936
"92",341,0.926
"93",342,0.916
"94",343,0.907
"95",344,0.897
"96",345,0.888
"97",346,0.877
"98",347,0.868
"99",348,0.858
"100",349,0.849
"101",350,0.839
"102",351,0.829
"103",352,0.82
"104",353,0.81
"105",354,0.801
"106",355,0.791
"107",356,0.782
"108",357,0.772
"109",358,0.763
"110",359,0.754
"111",360,0.744
"112",361,0.734
"113",362,0.725
"114",363,0.715
"115",364,0.705
"116",365,0.694
"117",366,0.684
"118",367,0.674
"119",368,0.664
"120",369,0.653
"121",370,0.644
"122",371,0.633
"123",372,0.624
"124",373,0.614
"125",374,0.604
"126",375,0.594
"127",376,0.584
"128",377,0.574
"129",378,0.564
"130",379,0.555
"131",380,0.545
"132",381,0.536
"133",382,0.527
"134",383,0.518
"135",384,0.509
"136",385,0.5
"137",386,0.491
"138",387,0.483
"139",388,0.475
"140",389,0.466
"141",390,0.459
"142",391,0.451
"143",392,0.444
"144",393,0.437
"145",394,0.43
"146",395,0.423
"147",396,0.416
"148",397,0.41
"149",398,0.404
"150",399,0.398
"151",400,0.392
"152",401,0.386
"153",402,0.38
"154",403,0.375
"155",404,0.37
"156",405,0.364
"157",406,0.359
"158",407,0.354
"159",408,0.349
"160",409,0.344
"161",410,0.339
"162",411,0.335
"163",412,0.33
"164",413,0.325
"165",414,0.321
"166",415,0.316
"167",416,0.311
"168",417,0.307
"169",418,0.302
"170",419,0.298
"171",420,0.294
"172",421,0.29
"173",422,0.286
"174",423,0.281
"175",424,0.278
"176",425,0.274
"177",426,0.27
"178",427,0.266
"179",428,0.262
"180",429,0.258
"181",430,0.255
"182",431,0.251
"183",432,0.247
"184",433,0.244
"185",434,0.241
"186",435,0.237
"187",436,0.234
"188",437,0.231
"189",438,0.228
"190",439,0.225
"191",440,0.222
"192",441,0.219
"193",442,0.217
"194",443,0.214
"195",444,0.211
"196",445,0.209
"197",446,0.207
"198",447,0.205
"199",448,0.203
"200",449,0.201
"201",450,0.199
"202",451,0.197
"203",452,0.195
"204",453,0.193
"205",454,0.192
"206",455,0.19
"207",456,0.188
"208",457,0.187
"209",458,0.185
"210",459,0.184
"211",460,0.182
"212",461,0.181
"213",462,0.179
"214",463,0.178
"215",464,0.176
"216",465,0.175
"217",466,0.174
"218",467,0.172
"219",468,0.171
"220",469,0.169
"221",470,0.168
"222",471,0.167
"223",472,0.165
"224",473,0.164
"225",474,0.163
"226",475,0.161
"227",476,0.16
"228",477,0.158
"229",478,0.157
"230",479,0.156
"231",480,0.154
"232",481,0.153
"233",482,0.151
"234",483,0.15
"235",484,0.148
"236",485,0.147
"237",486,0.145
"238",487,0.144
"239",488,0.142
"240",489,0.141
"241",490,0.139
"242",491,0.138
"243",492,0.136
"244",493,0.135
"245",494,0.133
"246",495,0.132
"247",496,0.13
"248",497,0.129
"249",498,0.128
"250",499,0.126
"251",500,0.125
"252",501,0.123
"253",502,0.122
"254",503,0.12
"255",504,0.119
"256",505,0.118
"257",506,0.116
"258",507,0.115
"259",508,0.114
"260",509,0.112
"261",510,0.111
"262",511,0.11
"263",512,0.108
"264",513,0.107
"265",514,0.106
"266",515,0.105
"267",516,0.103
"268",517,0.102
"269",518,0.101
"270",519,0.1
"271",520,0.099
"272",521,0.098
"273",522,0.096
"274",523,0.095
"275",524,0.094
"276",525,0.093
"277",526,0.092
"278",527,0.091
"279",528,0.09
"280",529,0.089
"281",530,0.088
"282",531,0.087
"283",532,0.086
"284",533,0.085
"285",534,0.084
"286",535,0.083
"287",536,0.082
"288",537,0.081
"289",538,0.08
"290",539,0.079
"291",540,0.078
"292",541,0.077
"293",542,0.077
"294",543,0.076
"295",544,0.075
"296",545,0.074
"297",546,0.073
"298",547,0.073
"299",548,0.072
"300",549,0.071
"301",550,0.07
"302",551,0.07
"303",552,0.069
"304",553,0.068
"305",554,0.068
"306",555,0.067
"307",556,0.066
"308",557,0.066
"309",558,0.065
"310",559,0.064
"311",560,0.064
"312",561,0.063
"313",562,0.062
"314",563,0.062
"315",564,0.061
"316",565,0.06
"317",566,0.06
"318",567,0.059
"319",568,0.059
"320",569,0.058
"321",570,0.057
"322",571,0.057
"323",572,0.056
"324",573,0.056
"325",574,0.055
"326",575,0.055
"327",576,0.054
"328",577,0.053
"329",578,0.053
"330",579,0.052
"331",580,0.052
"332",581,0.051
"333",582,0.051
"334",583,0.051
"335",584,0.05
"336",585,0.05
"337",586,0.049
"338",587,0.049
"339",588,0.048
"340",589,0.048
"341",590,0.047
"342",591,0.047
"343",592,0.047
"344",593,0.046
"345",594,0.046
"346",595,0.046
"347",596,0.045
"348",597,0.045
"349",598,0.045
"350",599,0.044
"351",600,0.044
"352",601,0.043
"353",602,0.043
"354",603,0.043
"355",604,0.042
"356",605,0.042
"357",606,0.042
"358",607,0.041
"359",608,0.041
"360",609,0.04
"361",610,0.04
"362",611,0.04
"363",612,0.039
"364",613,0.039
"365",614,0.039
"366",615,0.038
"367",616,0.038
"368",617,0.037
"369",618,0.037
"370",619,0.037
"371",620,0.036
"372",621,0.036
"373",622,0.035
"374",623,0.035
"375",624,0.035
"376",625,0.034
"377",626,0.034
"378",627,0.034
"379",628,0.033
"380",629,0.033
"381",630,0.033
"382",631,0.032
"383",632,0.032
"384",633,0.031
"385",634,0.031
"386",635,0.031
"387",636,0.03
"388",637,0.03
"389",638,0.03
"390",639,0.029
"391",640,0.029
"392",641,0.029
"393",642,0.028
"394",643,0.028
"395",644,0.028
"396",645,0.027
"397",646,0.027
"398",647,0.027
"399",648,0.027
"400",649,0.026
"401",650,0.026
"402",651,0.026
"403",652,0.025
"404",653,0.025
"405",654,0.025
"406",655,0.024
"407",656,0.024
"408",657,0.024
"409",658,0.024
"410",659,0.023
"411",660,0.023
"412",661,0.023
"413",662,0.022
"414",663,0.022
"415",664,0.022
"416",665,0.022
