"","Wavelength..nm.","Absorbance"
"277",526,0.081
"278",527,0.08
"279",528,0.08
"280",529,0.079
"281",530,0.078
"282",531,0.077
"283",532,0.077
"284",533,0.076
"285",534,0.075
"286",535,0.075
"287",536,0.074
"288",537,0.073
"289",538,0.072
"290",539,0.072
"291",540,0.071
"292",541,0.07
"293",542,0.07
"294",543,0.069
"295",544,0.069
"296",545,0.068
"297",546,0.067
"298",547,0.067
"299",548,0.066
"300",549,0.065
"301",550,0.065
"302",551,0.064
"303",552,0.064
"304",553,0.063
"305",554,0.062
"306",555,0.062
"307",556,0.061
"308",557,0.061
"309",558,0.06
"310",559,0.06
"311",560,0.059
"312",561,0.058
"313",562,0.058
"314",563,0.057
"315",564,0.057
"316",565,0.056
"317",566,0.056
"318",567,0.055
"319",568,0.055
"320",569,0.054
"321",570,0.054
"322",571,0.053
"323",572,0.053
"324",573,0.052
"325",574,0.052
"326",575,0.051
"327",576,0.051
"328",577,0.05
"329",578,0.05
"330",579,0.049
"331",580,0.049
"332",581,0.048
"333",582,0.048
"334",583,0.047
"335",584,0.047
"336",585,0.046
"337",586,0.046
"338",587,0.046
"339",588,0.045
"340",589,0.045
"341",590,0.044
"342",591,0.044
"343",592,0.044
"344",593,0.043
"345",594,0.043
"346",595,0.042
"347",596,0.042
"348",597,0.042
"349",598,0.041
"350",599,0.041
"351",600,0.04
"352",601,0.04
"353",602,0.04
"354",603,0.039
"355",604,0.039
"356",605,0.039
"357",606,0.038
"358",607,0.038
"359",608,0.037
"360",609,0.037
"361",610,0.037
"362",611,0.036
"363",612,0.036
"364",613,0.036
"365",614,0.035
"366",615,0.035
"367",616,0.034
"368",617,0.034
"369",618,0.034
"370",619,0.033
"371",620,0.033
"372",621,0.033
"373",622,0.032
"374",623,0.032
"375",624,0.032
"376",625,0.031
"377",626,0.031
"378",627,0.031
"379",628,0.03
"380",629,0.03
"381",630,0.03
"382",631,0.029
"383",632,0.029
"384",633,0.029
"385",634,0.028
"386",635,0.028
"387",636,0.028
"388",637,0.028
"389",638,0.027
"390",639,0.027
"391",640,0.027
"392",641,0.026
"393",642,0.026
"394",643,0.026
"395",644,0.026
"396",645,0.025
"397",646,0.025
"398",647,0.025
"399",648,0.024
"400",649,0.024
"401",650,0.024
"402",651,0.024
"403",652,0.023
"404",653,0.023
"405",654,0.023
"406",655,0.023
"407",656,0.022
"408",657,0.022
"409",658,0.022
"410",659,0.022
"411",660,0.021
"412",661,0.021
"413",662,0.021
"414",663,0.021
"415",664,0.02
"416",665,0.02
