"","Wavelength..nm.","Absorbance"
"1",250,0.669
"2",251,0.665
"3",252,0.66
"4",253,0.655
"5",254,0.651
"6",255,0.646
"7",256,0.641
"8",257,0.637
"9",258,0.632
"10",259,0.627
"11",260,0.623
"12",261,0.618
"13",262,0.613
"14",263,0.609
"15",264,0.604
"16",265,0.599
"17",266,0.593
"18",267,0.588
"19",268,0.583
"20",269,0.578
"21",270,0.573
"22",271,0.568
"23",272,0.563
"24",273,0.558
"25",274,0.553
"26",275,0.548
"27",276,0.542
"28",277,0.537
"29",278,0.532
"30",279,0.527
"31",280,0.522
"32",281,0.517
"33",282,0.512
"34",283,0.507
"35",284,0.502
"36",285,0.497
"37",286,0.492
"38",287,0.487
"39",288,0.482
"40",289,0.477
"41",290,0.472
"42",291,0.467
"43",292,0.462
"44",293,0.457
"45",294,0.452
"46",295,0.447
"47",296,0.442
"48",297,0.438
"49",298,0.433
"50",299,0.429
"51",300,0.424
"52",301,0.42
"53",302,0.415
"54",303,0.411
"55",304,0.406
"56",305,0.402
"57",306,0.398
"58",307,0.394
"59",308,0.389
"60",309,0.385
"61",310,0.381
"62",311,0.377
"63",312,0.372
"64",313,0.368
"65",314,0.364
"66",315,0.36
"67",316,0.356
"68",317,0.352
"69",318,0.348
"70",319,0.344
"71",320,0.34
"72",321,0.336
"73",322,0.332
"74",323,0.329
"75",324,0.325
"76",325,0.321
"77",326,0.318
"78",327,0.314
"79",328,0.311
"80",329,0.307
"81",330,0.304
"82",331,0.3
"83",332,0.297
"84",333,0.294
"85",334,0.29
"86",335,0.287
"87",336,0.284
"88",337,0.28
"89",338,0.277
"90",339,0.274
"91",340,0.271
"92",341,0.268
"93",342,0.265
"94",343,0.262
"95",344,0.259
"96",345,0.256
"97",346,0.253
"98",347,0.25
"99",348,0.247
"100",349,0.244
"101",350,0.241
"102",351,0.238
"103",352,0.235
"104",353,0.233
"105",354,0.23
"106",355,0.227
"107",356,0.224
"108",357,0.221
"109",358,0.219
"110",359,0.216
"111",360,0.213
"112",361,0.211
"113",362,0.208
"114",363,0.205
"115",364,0.202
"116",365,0.2
"117",366,0.197
"118",367,0.194
"119",368,0.191
"120",369,0.189
"121",370,0.186
"122",371,0.183
"123",372,0.181
"124",373,0.178
"125",374,0.176
"126",375,0.173
"127",376,0.17
"128",377,0.168
"129",378,0.165
"130",379,0.163
"131",380,0.161
"132",381,0.158
"133",382,0.156
"134",383,0.154
"135",384,0.151
"136",385,0.149
"137",386,0.147
"138",387,0.144
"139",388,0.142
"140",389,0.14
"141",390,0.138
"142",391,0.136
"143",392,0.134
"144",393,0.132
"145",394,0.13
"146",395,0.128
"147",396,0.126
"148",397,0.124
"149",398,0.123
"150",399,0.121
"151",400,0.119
"152",401,0.118
"153",402,0.116
"154",403,0.115
"155",404,0.113
"156",405,0.112
"157",406,0.11
"158",407,0.108
"159",408,0.107
"160",409,0.106
"161",410,0.104
"162",411,0.103
"163",412,0.102
"164",413,0.1
"165",414,0.099
"166",415,0.098
"167",416,0.096
"168",417,0.095
"169",418,0.094
"170",419,0.093
"171",420,0.091
"172",421,0.09
"173",422,0.089
"174",423,0.088
"175",424,0.087
"176",425,0.086
"177",426,0.085
"178",427,0.084
"179",428,0.082
"180",429,0.081
"181",430,0.08
"182",431,0.079
"183",432,0.078
"184",433,0.077
"185",434,0.077
"186",435,0.076
"187",436,0.075
"188",437,0.074
"189",438,0.073
"190",439,0.072
"191",440,0.071
"192",441,0.07
"193",442,0.07
"194",443,0.069
"195",444,0.068
"196",445,0.067
"197",446,0.067
"198",447,0.066
"199",448,0.065
"200",449,0.065
"201",450,0.064
"202",451,0.063
"203",452,0.063
"204",453,0.062
