"","Wavelength..nm.","Absorbance"
"1",250,0.773
"2",251,0.768
"3",252,0.762
"4",253,0.757
"5",254,0.751
"6",255,0.746
"7",256,0.74
"8",257,0.735
"9",258,0.73
"10",259,0.724
"11",260,0.719
"12",261,0.714
"13",262,0.709
"14",263,0.703
"15",264,0.698
"16",265,0.692
"17",266,0.686
"18",267,0.681
"19",268,0.676
"20",269,0.67
"21",270,0.665
"22",271,0.659
"23",272,0.654
"24",273,0.648
"25",274,0.642
"26",275,0.637
"27",276,0.631
"28",277,0.626
"29",278,0.62
"30",279,0.615
"31",280,0.61
"32",281,0.604
"33",282,0.599
"34",283,0.593
"35",284,0.587
"36",285,0.582
"37",286,0.576
"38",287,0.571
"39",288,0.566
"40",289,0.56
"41",290,0.555
"42",291,0.549
"43",292,0.544
"44",293,0.538
"45",294,0.533
"46",295,0.528
"47",296,0.523
"48",297,0.518
"49",298,0.513
"50",299,0.508
"51",300,0.503
"52",301,0.498
"53",302,0.493
"54",303,0.489
"55",304,0.484
"56",305,0.479
"57",306,0.474
"58",307,0.469
"59",308,0.465
"60",309,0.46
"61",310,0.455
"62",311,0.451
"63",312,0.446
"64",313,0.441
"65",314,0.437
"66",315,0.432
"67",316,0.427
"68",317,0.423
"69",318,0.418
"70",319,0.414
"71",320,0.41
"72",321,0.405
"73",322,0.401
"74",323,0.397
"75",324,0.393
"76",325,0.389
"77",326,0.385
"78",327,0.381
"79",328,0.377
"80",329,0.373
"81",330,0.369
"82",331,0.366
"83",332,0.362
"84",333,0.358
"85",334,0.354
"86",335,0.35
"87",336,0.347
"88",337,0.343
"89",338,0.339
"90",339,0.335
"91",340,0.332
"92",341,0.328
"93",342,0.324
"94",343,0.32
"95",344,0.317
"96",345,0.313
"97",346,0.31
"98",347,0.306
"99",348,0.303
"100",349,0.299
"101",350,0.296
"102",351,0.292
"103",352,0.289
"104",353,0.285
"105",354,0.282
"106",355,0.279
"107",356,0.275
"108",357,0.272
"109",358,0.269
"110",359,0.265
"111",360,0.262
"112",361,0.258
"113",362,0.255
"114",363,0.252
"115",364,0.248
"116",365,0.245
"117",366,0.241
"118",367,0.238
"119",368,0.234
"120",369,0.231
"121",370,0.228
"122",371,0.225
"123",372,0.221
"124",373,0.218
"125",374,0.215
"126",375,0.212
"127",376,0.208
"128",377,0.205
"129",378,0.202
"130",379,0.199
"131",380,0.196
"132",381,0.193
"133",382,0.19
"134",383,0.187
"135",384,0.184
"136",385,0.181
"137",386,0.179
"138",387,0.176
"139",388,0.173
"140",389,0.17
"141",390,0.168
"142",391,0.165
"143",392,0.162
"144",393,0.16
"145",394,0.158
"146",395,0.155
"147",396,0.153
"148",397,0.151
"149",398,0.148
"150",399,0.146
"151",400,0.144
"152",401,0.142
"153",402,0.14
"154",403,0.138
"155",404,0.136
"156",405,0.134
"157",406,0.132
"158",407,0.13
"159",408,0.128
"160",409,0.126
"161",410,0.124
"162",411,0.122
"163",412,0.121
"164",413,0.119
"165",414,0.117
"166",415,0.115
"167",416,0.114
"168",417,0.112
"169",418,0.11
"170",419,0.109
"171",420,0.107
"172",421,0.105
"173",422,0.104
"174",423,0.102
"175",424,0.101
"176",425,0.099
"177",426,0.098
"178",427,0.096
"179",428,0.095
"180",429,0.094
"181",430,0.092
"182",431,0.091
"183",432,0.09
"184",433,0.088
"185",434,0.087
"186",435,0.086
"187",436,0.084
"188",437,0.083
"189",438,0.082
"190",439,0.081
"191",440,0.08
"192",441,0.079
"193",442,0.077
"194",443,0.076
"195",444,0.075
"196",445,0.074
"197",446,0.073
"198",447,0.072
"199",448,0.072
"200",449,0.071
"201",450,0.07
"202",451,0.069
"203",452,0.068
"204",453,0.067
"205",454,0.066
"206",455,0.066
"207",456,0.065
"208",457,0.064
"209",458,0.063
"210",459,0.063
"211",460,0.062
"212",461,0.061
"213",462,0.061
"214",463,0.06
"215",464,0.059
"216",465,0.059
"217",466,0.058
"218",467,0.057
"219",468,0.057
"220",469,0.056
"221",470,0.056
"222",471,0.055
"223",472,0.054
"224",473,0.054
"225",474,0.053
"226",475,0.053
"227",476,0.052
"228",477,0.051
"229",478,0.051
"230",479,0.05
"231",480,0.05
"232",481,0.049
"233",482,0.049
"234",483,0.048
"235",484,0.048
"236",485,0.047
"237",486,0.046
"238",487,0.046
"239",488,0.045
"240",489,0.045
"241",490,0.044
"242",491,0.044
"243",492,0.043
"244",493,0.043
"245",494,0.042
"246",495,0.042
"247",496,0.041
"248",497,0.04
"249",498,0.04
"250",499,0.039
"251",500,0.039
"252",501,0.038
"253",502,0.038
"254",503,0.037
"255",504,0.037
"256",505,0.036
"257",506,0.036
"258",507,0.035
"259",508,0.035
"260",509,0.034
"261",510,0.034
"262",511,0.033
"263",512,0.033
"264",513,0.033
"265",514,0.032
"266",515,0.032
"267",516,0.031
"268",517,0.031
"269",518,0.03
"270",519,0.03
"271",520,0.029
"272",521,0.029
"273",522,0.029
"274",523,0.028
"275",524,0.028
"276",525,0.027
"277",526,0.027
"278",527,0.027
"279",528,0.026
"280",529,0.026
"281",530,0.025
"282",531,0.025
"283",532,0.025
"284",533,0.024
"285",534,0.024
"286",535,0.024
"287",536,0.023
"288",537,0.023
"289",538,0.023
"290",539,0.022
"291",540,0.022
"292",541,0.022
"293",542,0.022
"294",543,0.021
"295",544,0.021
"296",545,0.021
"297",546,0.02
"298",547,0.02
"299",548,0.02
"300",549,0.02
"301",550,0.019
"302",551,0.019
"303",552,0.019
"304",553,0.019
"305",554,0.018
"306",555,0.018
"307",556,0.018
"308",557,0.018
"309",558,0.017
"310",559,0.017
"311",560,0.017
"312",561,0.017
"313",562,0.016
"314",563,0.016
"315",564,0.016
"316",565,0.016
"317",566,0.015
"318",567,0.015
"319",568,0.015
"320",569,0.015
"321",570,0.015
"322",571,0.014
"323",572,0.014
"324",573,0.014
"325",574,0.014
"326",575,0.014
"327",576,0.013
"328",577,0.013
"329",578,0.013
"330",579,0.013
"331",580,0.013
"332",581,0.013
"333",582,0.012
"334",583,0.012
"335",584,0.012
"336",585,0.012
"337",586,0.012
"338",587,0.012
"339",588,0.011
"340",589,0.011
"341",590,0.011
"342",591,0.011
"343",592,0.011
"344",593,0.011
"345",594,0.011
"346",595,0.011
"347",596,0.01
"348",597,0.01
"349",598,0.01
"350",599,0.01
"351",600,0.01
"352",601,0.01
"353",602,0.01
"354",603,0.009
"355",604,0.009
"356",605,0.009
"357",606,0.009
"358",607,0.009
"359",608,0.009
"360",609,0.009
"361",610,0.009
"362",611,0.008
"363",612,0.008
"364",613,0.008
"365",614,0.008
"366",615,0.008
"367",616,0.008
"368",617,0.008
"369",618,0.007
"370",619,0.007
"371",620,0.007
"372",621,0.007
"373",622,0.007
"374",623,0.007
"375",624,0.007
"376",625,0.007
"377",626,0.006
"378",627,0.006
"379",628,0.006
"380",629,0.006
"381",630,0.006
"382",631,0.006
"383",632,0.006
"384",633,0.006
"385",634,0.006
"386",635,0.005
"387",636,0.005
"388",637,0.005
"389",638,0.005
"390",639,0.005
"391",640,0.005
"392",641,0.005
"393",642,0.005
"394",643,0.005
"395",644,0.005
"396",645,0.005
"397",646,0.005
"398",647,0.004
"399",648,0.004
"400",649,0.004
"401",650,0.004
"402",651,0.004
"403",652,0.004
"404",653,0.004
"405",654,0.004
"406",655,0.004
"407",656,0.004
"408",657,0.004
"409",658,0.004
"410",659,0.004
"411",660,0.004
"412",661,0.004
"413",662,0.004
"414",663,0.003
"415",664,0.003
"416",665,0.003
