"","Wavelength..nm.","Absorbance"
"1",250,1.766
"2",251,1.755
"3",252,1.745
"4",253,1.734
"5",254,1.722
"6",255,1.711
"7",256,1.702
"8",257,1.691
"9",258,1.681
"10",259,1.67
"11",260,1.66
"12",261,1.648
"13",262,1.638
"14",263,1.627
"15",264,1.616
"16",265,1.604
"17",266,1.593
"18",267,1.581
"19",268,1.569
"20",269,1.559
"21",270,1.548
"22",271,1.536
"23",272,1.525
"24",273,1.513
"25",274,1.501
"26",275,1.489
"27",276,1.478
"28",277,1.465
"29",278,1.454
"30",279,1.443
"31",280,1.43
"32",281,1.419
"33",282,1.408
"34",283,1.396
"35",284,1.383
"36",285,1.371
"37",286,1.359
"38",287,1.347
"39",288,1.335
"40",289,1.324
"41",290,1.311
"42",291,1.299
"43",292,1.288
"44",293,1.275
"45",294,1.264
"46",295,1.252
"47",296,1.241
"48",297,1.229
"49",298,1.218
"50",299,1.207
"51",300,1.195
"52",301,1.183
"53",302,1.172
"54",303,1.161
"55",304,1.15
"56",305,1.138
"57",306,1.127
"58",307,1.115
"59",308,1.104
"60",309,1.093
"61",310,1.083
"62",311,1.072
"63",312,1.06
"64",313,1.049
"65",314,1.038
"66",315,1.027
"67",316,1.016
"68",317,1.006
"69",318,0.996
"70",319,0.986
"71",320,0.977
"72",321,0.966
"73",322,0.957
"74",323,0.947
"75",324,0.938
"76",325,0.928
"77",326,0.92
"78",327,0.91
"79",328,0.901
"80",329,0.892
"81",330,0.883
"82",331,0.874
"83",332,0.866
"84",333,0.858
"85",334,0.848
"86",335,0.84
"87",336,0.832
"88",337,0.823
"89",338,0.814
"90",339,0.806
"91",340,0.798
"92",341,0.79
"93",342,0.781
"94",343,0.772
"95",344,0.764
"96",345,0.756
"97",346,0.747
"98",347,0.739
"99",348,0.731
"100",349,0.722
"101",350,0.714
"102",351,0.706
"103",352,0.697
"104",353,0.689
"105",354,0.681
"106",355,0.673
"107",356,0.665
"108",357,0.657
"109",358,0.649
"110",359,0.641
"111",360,0.633
"112",361,0.625
"113",362,0.617
"114",363,0.608
"115",364,0.6
"116",365,0.591
"117",366,0.583
"118",367,0.575
"119",368,0.567
"120",369,0.559
"121",370,0.551
"122",371,0.543
"123",372,0.535
"124",373,0.527
"125",374,0.52
"126",375,0.512
"127",376,0.504
"128",377,0.497
"129",378,0.489
"130",379,0.482
"131",380,0.474
"132",381,0.467
"133",382,0.46
"134",383,0.453
"135",384,0.446
"136",385,0.439
"137",386,0.432
"138",387,0.426
"139",388,0.419
"140",389,0.413
"141",390,0.406
"142",391,0.4
"143",392,0.394
"144",393,0.388
"145",394,0.382
"146",395,0.376
"147",396,0.371
"148",397,0.365
"149",398,0.36
"150",399,0.354
"151",400,0.349
"152",401,0.344
"153",402,0.339
"154",403,0.334
"155",404,0.33
"156",405,0.325
"157",406,0.32
"158",407,0.316
"159",408,0.311
"160",409,0.307
"161",410,0.302
"162",411,0.298
"163",412,0.294
"164",413,0.29
"165",414,0.286
"166",415,0.282
"167",416,0.278
"168",417,0.274
"169",418,0.27
"170",419,0.266
"171",420,0.263
"172",421,0.259
"173",422,0.255
