"","Wavelength..nm.","Absorbance"
"1",250,0.974
"2",251,0.966
"3",252,0.958
"4",253,0.95
"5",254,0.942
"6",255,0.935
"7",256,0.927
"8",257,0.92
"9",258,0.913
"10",259,0.906
"11",260,0.899
"12",261,0.892
"13",262,0.885
"14",263,0.878
"15",264,0.87
"16",265,0.863
"17",266,0.854
"18",267,0.847
"19",268,0.839
"20",269,0.831
"21",270,0.824
"22",271,0.816
"23",272,0.808
"24",273,0.801
"25",274,0.793
"26",275,0.785
"27",276,0.777
"28",277,0.769
"29",278,0.762
"30",279,0.753
"31",280,0.745
"32",281,0.738
"33",282,0.73
"34",283,0.722
"35",284,0.714
"36",285,0.706
"37",286,0.697
"38",287,0.689
"39",288,0.681
"40",289,0.673
"41",290,0.665
"42",291,0.656
"43",292,0.648
"44",293,0.64
"45",294,0.632
"46",295,0.625
"47",296,0.617
"48",297,0.609
"49",298,0.602
"50",299,0.595
"51",300,0.587
"52",301,0.58
"53",302,0.573
"54",303,0.566
"55",304,0.559
"56",305,0.551
"57",306,0.545
"58",307,0.538
"59",308,0.531
"60",309,0.524
"61",310,0.517
"62",311,0.511
"63",312,0.504
"64",313,0.498
"65",314,0.491
"66",315,0.484
"67",316,0.478
"68",317,0.472
"69",318,0.466
"70",319,0.46
"71",320,0.454
"72",321,0.448
"73",322,0.442
"74",323,0.436
"75",324,0.431
"76",325,0.425
"77",326,0.419
"78",327,0.413
"79",328,0.408
"80",329,0.402
"81",330,0.397
"82",331,0.391
"83",332,0.386
"84",333,0.381
"85",334,0.375
"86",335,0.37
"87",336,0.365
"88",337,0.359
"89",338,0.354
"90",339,0.348
"91",340,0.343
"92",341,0.338
"93",342,0.333
"94",343,0.328
"95",344,0.322
"96",345,0.318
"97",346,0.313
"98",347,0.308
"99",348,0.303
"100",349,0.298
"101",350,0.294
"102",351,0.289
"103",352,0.284
"104",353,0.28
"105",354,0.275
"106",355,0.271
"107",356,0.267
"108",357,0.263
"109",358,0.259
"110",359,0.254
"111",360,0.251
"112",361,0.247
"113",362,0.243
"114",363,0.239
"115",364,0.235
"116",365,0.231
"117",366,0.228
"118",367,0.224
"119",368,0.22
