"","Wavelength..nm.","Absorbance"
"1",250,-0.041
"2",251,-0.041
"3",252,-0.041
"4",253,-0.041
"5",254,-0.04
"6",255,-0.04
"7",256,-0.04
"8",257,-0.04
"9",258,-0.04
"10",259,-0.04
"11",260,-0.039
"12",261,-0.039
"13",262,-0.039
"14",263,-0.038
"15",264,-0.038
"16",265,-0.038
"17",266,-0.038
"18",267,-0.037
"19",268,-0.037
"20",269,-0.037
"21",270,-0.036
"22",271,-0.036
"23",272,-0.036
"24",273,-0.036
"25",274,-0.036
"26",275,-0.036
"27",276,-0.036
"28",277,-0.036
"29",278,-0.035
"30",279,-0.035
"31",280,-0.035
"32",281,-0.035
"33",282,-0.035
"34",283,-0.035
"35",284,-0.035
"36",285,-0.036
"37",286,-0.036
"38",287,-0.036
"39",288,-0.036
"40",289,-0.036
"41",290,-0.036
"42",291,-0.036
"43",292,-0.036
"44",293,-0.036
"45",294,-0.037
"46",295,-0.037
"47",296,-0.037
"48",297,-0.038
"49",298,-0.038
"50",299,-0.038
"51",300,-0.039
"52",301,-0.039
"53",302,-0.039
"54",303,-0.04
"55",304,-0.04
"56",305,-0.04
"57",306,-0.041
"58",307,-0.041
"59",308,-0.041
"60",309,-0.041
"61",310,-0.041
"62",311,-0.041
"63",312,-0.041
"64",313,-0.041
"65",314,-0.041
"66",315,-0.041
"67",316,-0.041
"68",317,-0.041
"69",318,-0.041
"70",319,-0.04
"71",320,-0.04
"72",321,-0.04
"73",322,-0.04
"74",323,-0.039
"75",324,-0.039
"76",325,-0.039
"77",326,-0.038
"78",327,-0.038
"79",328,-0.037
"80",329,-0.037
"81",330,-0.037
"82",331,-0.036
"83",332,-0.036
"84",333,-0.036
"85",334,-0.035
"86",335,-0.035
"87",336,-0.035
"88",337,-0.034
"89",338,-0.034
"90",339,-0.034
"91",340,-0.033
"92",341,-0.032
"93",342,-0.032
"94",343,-0.031
"95",344,-0.031
"96",345,-0.031
"97",346,-0.03
"98",347,-0.03
"99",348,-0.03
"100",349,-0.029
"101",350,-0.029
"102",351,-0.029
"103",352,-0.028
"104",353,-0.028
"105",354,-0.028
"106",355,-0.028
"107",356,-0.027
