"","Wavelength..nm.","Absorbance"
"1",250,0.151
"2",251,0.15
"3",252,0.149
"4",253,0.148
"5",254,0.146
"6",255,0.145
"7",256,0.144
"8",257,0.143
"9",258,0.142
"10",259,0.141
"11",260,0.14
"12",261,0.14
"13",262,0.139
"14",263,0.138
"15",264,0.137
"16",265,0.137
"17",266,0.136
"18",267,0.135
"19",268,0.135
"20",269,0.134
"21",270,0.133
"22",271,0.133
"23",272,0.132
"24",273,0.132
"25",274,0.131
"26",275,0.131
"27",276,0.13
"28",277,0.129
"29",278,0.129
"30",279,0.128
"31",280,0.127
"32",281,0.127
"33",282,0.126
"34",283,0.125
"35",284,0.124
"36",285,0.123
"37",286,0.123
"38",287,0.122
"39",288,0.121
"40",289,0.12
"41",290,0.12
"42",291,0.119
"43",292,0.118
"44",293,0.117
"45",294,0.116
"46",295,0.115
"47",296,0.114
"48",297,0.113
"49",298,0.112
"50",299,0.111
"51",300,0.11
"52",301,0.108
"53",302,0.107
"54",303,0.106
"55",304,0.105
"56",305,0.104
"57",306,0.103
"58",307,0.102
"59",308,0.1
"60",309,0.099
"61",310,0.098
"62",311,0.097
"63",312,0.095
"64",313,0.094
"65",314,0.093
"66",315,0.091
"67",316,0.09
"68",317,0.089
"69",318,0.088
"70",319,0.087
"71",320,0.086
"72",321,0.085
"73",322,0.085
"74",323,0.084
"75",324,0.083
"76",325,0.083
"77",326,0.082
"78",327,0.082
"79",328,0.081
"80",329,0.08
"81",330,0.08
"82",331,0.079
"83",332,0.079
"84",333,0.078
"85",334,0.078
"86",335,0.078
"87",336,0.077
"88",337,0.077
"89",338,0.077
"90",339,0.076
"91",340,0.074
"92",341,0.071
"93",342,0.07
"94",343,0.07
"95",344,0.07
"96",345,0.069
"97",346,0.069
"98",347,0.069
"99",348,0.068
"100",349,0.068
"101",350,0.068
"102",351,0.068
"103",352,0.067
"104",353,0.067
"105",354,0.066
"106",355,0.066
"107",356,0.066
"108",357,0.065
"109",358,0.065
"110",359,0.064
"111",360,0.064
"112",361,0.063
"113",362,0.063
"114",363,0.062
"115",364,0.062
"116",365,0.061
"117",366,0.06
"118",367,0.06
"119",368,0.059
"120",369,0.058
"121",370,0.058
"122",371,0.057
"123",372,0.056
"124",373,0.055
"125",374,0.054
"126",375,0.054
"127",376,0.053
"128",377,0.052
"129",378,0.051
"130",379,0.05
"131",380,0.05
"132",381,0.049
"133",382,0.048
"134",383,0.047
"135",384,0.047
"136",385,0.046
"137",386,0.045
"138",387,0.044
"139",388,0.044
"140",389,0.043
"141",390,0.043
"142",391,0.042
"143",392,0.042
"144",393,0.041
"145",394,0.041
"146",395,0.04
