"","Wavelength..nm.","Absorbance"
"1",250,2.571
"2",251,2.568
"3",252,2.562
"4",253,2.561
"5",254,2.568
"6",255,2.552
"7",256,2.555
"8",257,2.556
"9",258,2.547
"10",259,2.544
"11",260,2.531
"12",261,2.527
"13",262,2.524
"14",263,2.515
"15",264,2.524
"16",265,2.516
"17",266,2.51
"18",267,2.501
"19",268,2.478
"20",269,2.48
"21",270,2.479
"22",271,2.465
"23",272,2.46
"24",273,2.451
"25",274,2.446
"26",275,2.434
"27",276,2.408
"28",277,2.409
"29",278,2.403
"30",279,2.382
"31",280,2.376
"32",281,2.363
"33",282,2.353
"34",283,2.348
"35",284,2.329
"36",285,2.31
"37",286,2.306
"38",287,2.289
"39",288,2.271
"40",289,2.263
"41",290,2.246
"42",291,2.224
"43",292,2.22
"44",293,2.195
"45",294,2.197
"46",295,2.17
"47",296,2.153
"48",297,2.139
"49",298,2.129
"50",299,2.107
"51",300,2.093
"52",301,2.079
"53",302,2.069
"54",303,2.046
"55",304,2.039
"56",305,2.017
"57",306,2.002
"58",307,1.986
"59",308,1.966
"60",309,1.949
"61",310,1.936
"62",311,1.922
"63",312,1.904
"64",313,1.892
"65",314,1.874
"66",315,1.855
"67",316,1.84
"68",317,1.825
"69",318,1.808
"70",319,1.793
"71",320,1.777
"72",321,1.76
"73",322,1.744
"74",323,1.728
"75",324,1.715
"76",325,1.695
"77",326,1.68
"78",327,1.663
"79",328,1.648
"80",329,1.632
"81",330,1.615
"82",331,1.599
"83",332,1.582
"84",333,1.565
"85",334,1.546
"86",335,1.531
"87",336,1.514
"88",337,1.497
"89",338,1.479
"90",339,1.463
"91",340,1.444
"92",341,1.429
"93",342,1.411
"94",343,1.391
"95",344,1.372
"96",345,1.358
"97",346,1.339
"98",347,1.324
"99",348,1.306
"100",349,1.289
"101",350,1.273
"102",351,1.255
"103",352,1.239
"104",353,1.223
"105",354,1.206
"106",355,1.191
"107",356,1.174
"108",357,1.158
"109",358,1.144
"110",359,1.129
"111",360,1.113
"112",361,1.099
"113",362,1.083
"114",363,1.069
"115",364,1.053
"116",365,1.038
"117",366,1.023
"118",367,1.009
"119",368,0.995
"120",369,0.981
"121",370,0.968
"122",371,0.954
"123",372,0.941
"124",373,0.928
"125",374,0.916
"126",375,0.903
"127",376,0.89
"128",377,0.878
"129",378,0.867
"130",379,0.855
"131",380,0.843
"132",381,0.832
"133",382,0.821
