Summary
[Data Information]
Data is:,Measurement Data
Dataset Name:,RawData
Sample Name:,10-70-T
Sample ID:,1
Edinburgh
Analyst:,Alexandra
Date/Time:,19/10/2023 14:12:29
Comments
Parameter File Name:,Uvvis_confirm_alexandra.vspm
Report File Name
[Software Information]
Software Name:,LabSolutions UV-Vis
Version:,1.12
[Instrument Information]
Instrument Name:,UV
Instrument Type:,UV-1900 Series
Model (S/N):,1900 (A12535951280)

Parameter
[Measurement]
Start:,665 nm
End:,250 nm
Data Interval:,1.0
Scan Speed:,Medium speed
Spectrum Type:,Absorbance
[Accessories]
Accessories:,None
[Advanced]
Light Source Switch Wavelength:,340.00
S/R Switch:,Standard
[Repeat]
Repeat Measurement:,OFF
[Post-processing]
Spectrum Transformation:,OFF
Data Processing Table:,OFF
Print:,OFF

Wavelength (nm),Absorbance
250.0,1.766
251.0,1.755
252.0,1.745
253.0,1.734
254.0,1.722
255.0,1.711
256.0,1.702
257.0,1.691
258.0,1.681
259.0,1.670
260.0,1.660
261.0,1.648
262.0,1.638
263.0,1.627
264.0,1.616
265.0,1.604
266.0,1.593
267.0,1.581
268.0,1.569
269.0,1.559
270.0,1.548
271.0,1.536
272.0,1.525
273.0,1.513
274.0,1.501
275.0,1.489
276.0,1.478
277.0,1.465
278.0,1.454
279.0,1.443
280.0,1.430
281.0,1.419
282.0,1.408
283.0,1.396
284.0,1.383
285.0,1.371
286.0,1.359
287.0,1.347
288.0,1.335
289.0,1.324
290.0,1.311
291.0,1.299
292.0,1.288
293.0,1.275
294.0,1.264
295.0,1.252
296.0,1.241
297.0,1.229
298.0,1.218
299.0,1.207
300.0,1.195
301.0,1.183
302.0,1.172
303.0,1.161
304.0,1.150
305.0,1.138
306.0,1.127
307.0,1.115
308.0,1.104
309.0,1.093
310.0,1.083
311.0,1.072
312.0,1.060
313.0,1.049
314.0,1.038
315.0,1.027
316.0,1.016
317.0,1.006
318.0,0.996
319.0,0.986
320.0,0.977
321.0,0.966
322.0,0.957
323.0,0.947
324.0,0.938
325.0,0.928
326.0,0.920
327.0,0.910
328.0,0.901
329.0,0.892
330.0,0.883
331.0,0.874
332.0,0.866
333.0,0.858
334.0,0.848
335.0,0.840
336.0,0.832
337.0,0.823
338.0,0.814
339.0,0.806
340.0,0.798
341.0,0.790
342.0,0.781
343.0,0.772
344.0,0.764
345.0,0.756
346.0,0.747
347.0,0.739
348.0,0.731
349.0,0.722
350.0,0.714
351.0,0.706
352.0,0.697
353.0,0.689
354.0,0.681
355.0,0.673
356.0,0.665
357.0,0.657
358.0,0.649
359.0,0.641
360.0,0.633
361.0,0.625
362.0,0.617
363.0,0.608
364.0,0.600
365.0,0.591
366.0,0.583
367.0,0.575
368.0,0.567
369.0,0.559
370.0,0.551
371.0,0.543
372.0,0.535
373.0,0.527
374.0,0.520
375.0,0.512
376.0,0.504
377.0,0.497
378.0,0.489
379.0,0.482
380.0,0.474
381.0,0.467
382.0,0.460
383.0,0.453
384.0,0.446
385.0,0.439
386.0,0.432
387.0,0.426
388.0,0.419
389.0,0.413
390.0,0.406
391.0,0.400
392.0,0.394
393.0,0.388
394.0,0.382
395.0,0.376
396.0,0.371
397.0,0.365
398.0,0.360
399.0,0.354
400.0,0.349
401.0,0.344
402.0,0.339
403.0,0.334
404.0,0.330
405.0,0.325
406.0,0.320
407.0,0.316
408.0,0.311
409.0,0.307
410.0,0.302
411.0,0.298
412.0,0.294
413.0,0.290
414.0,0.286
415.0,0.282
416.0,0.278
417.0,0.274
418.0,0.270
419.0,0.266
420.0,0.263
421.0,0.259
422.0,0.255
423.0,0.252
424.0,0.249
425.0,0.245
426.0,0.242
427.0,0.239
428.0,0.235
429.0,0.232
430.0,0.229
431.0,0.226
432.0,0.223
433.0,0.220
434.0,0.217
435.0,0.214
436.0,0.211
437.0,0.209
438.0,0.206
439.0,0.203
440.0,0.201
441.0,0.198
442.0,0.196
443.0,0.194
444.0,0.191
445.0,0.189
446.0,0.187
447.0,0.185
448.0,0.183
449.0,0.181
450.0,0.179
451.0,0.177
452.0,0.175
453.0,0.173
454.0,0.171
455.0,0.170
456.0,0.168
457.0,0.166
458.0,0.165
459.0,0.163
460.0,0.162
461.0,0.160
462.0,0.158
463.0,0.157
464.0,0.155
465.0,0.154
466.0,0.153
467.0,0.151
468.0,0.150
469.0,0.148
470.0,0.147
471.0,0.146
472.0,0.144
473.0,0.143
474.0,0.142
475.0,0.140
476.0,0.139
477.0,0.138
478.0,0.137
479.0,0.135
480.0,0.134
481.0,0.133
482.0,0.132
483.0,0.131
484.0,0.129
485.0,0.128
486.0,0.127
487.0,0.126
488.0,0.125
489.0,0.123
490.0,0.122
491.0,0.121
492.0,0.120
493.0,0.119
494.0,0.118
495.0,0.116
496.0,0.115
497.0,0.114
498.0,0.113
499.0,0.112
500.0,0.111
501.0,0.110
502.0,0.109
503.0,0.107
504.0,0.106
505.0,0.105
506.0,0.104
507.0,0.103
508.0,0.102
509.0,0.101
510.0,0.100
511.0,0.099
512.0,0.098
513.0,0.097
514.0,0.096
515.0,0.095
516.0,0.094
517.0,0.093
518.0,0.092
519.0,0.091
520.0,0.090
521.0,0.089
522.0,0.088
523.0,0.087
524.0,0.086
525.0,0.085
526.0,0.084
527.0,0.083
528.0,0.082
529.0,0.081
530.0,0.080
531.0,0.079
532.0,0.078
533.0,0.077
534.0,0.077
535.0,0.076
536.0,0.075
537.0,0.074
538.0,0.073
539.0,0.072
540.0,0.071
541.0,0.071
542.0,0.070
543.0,0.069
544.0,0.068
545.0,0.067
546.0,0.067
547.0,0.066
548.0,0.065
549.0,0.064
550.0,0.064
551.0,0.063
552.0,0.062
553.0,0.062
554.0,0.061
555.0,0.060
556.0,0.059
557.0,0.059
558.0,0.058
559.0,0.058
560.0,0.057
561.0,0.056
562.0,0.056
563.0,0.055
564.0,0.054
565.0,0.054
566.0,0.053
567.0,0.052
568.0,0.052
569.0,0.051
570.0,0.051
571.0,0.050
572.0,0.049
573.0,0.049
574.0,0.048
575.0,0.048
576.0,0.047
577.0,0.047
578.0,0.046
579.0,0.046
580.0,0.045
581.0,0.045
582.0,0.044
583.0,0.044
584.0,0.043
585.0,0.043
586.0,0.042
587.0,0.042
588.0,0.041
589.0,0.041
590.0,0.040
591.0,0.040
592.0,0.039
593.0,0.039
594.0,0.038
595.0,0.038
596.0,0.038
597.0,0.037
598.0,0.037
599.0,0.036
600.0,0.036
601.0,0.036
602.0,0.035
603.0,0.035
604.0,0.034
605.0,0.034
606.0,0.033
607.0,0.033
608.0,0.033
609.0,0.032
610.0,0.032
611.0,0.032
612.0,0.031
613.0,0.031
614.0,0.030
615.0,0.030
616.0,0.030
617.0,0.029
618.0,0.029
619.0,0.029
620.0,0.028
621.0,0.028
622.0,0.028
623.0,0.027
624.0,0.027
625.0,0.027
626.0,0.027
627.0,0.026
628.0,0.026
629.0,0.026
630.0,0.025
631.0,0.025
632.0,0.025
633.0,0.024
634.0,0.024
635.0,0.024
636.0,0.024
637.0,0.023
638.0,0.023
639.0,0.023
640.0,0.022
641.0,0.022
642.0,0.022
643.0,0.022
644.0,0.021
645.0,0.021
646.0,0.021
647.0,0.021
648.0,0.020
649.0,0.020
650.0,0.020
651.0,0.020
652.0,0.020
653.0,0.019
654.0,0.019
655.0,0.019
656.0,0.019
657.0,0.018
658.0,0.018
659.0,0.018
660.0,0.018
661.0,0.018
662.0,0.017
663.0,0.017
664.0,0.017
665.0,0.017
